Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,Day_Night
2017-01-19 14:00:00,-0.342587755780411,0.7673500246123715,-0.0833498134681531,-0.3658419397763821,-0.7290837687881875,-0.4105883580073716,-0.3808520360801319,-0.1187084983645468,0.2262,day
2017-01-19 15:00:00,-0.3647599053955982,0.8792959969239951,-0.0696518501342709,-0.5404906335249494,-0.765248586145418,-0.4989775354845463,-0.459182292824153,-0.3918524782109984,0.1801,day
2017-01-19 16:00:00,-0.3958009148568604,1.0472149553914307,-0.0742178379122317,-0.5938555121703452,-0.6994943727686355,-0.5579036538026627,-0.517929985382169,-0.5011100701495791,0.134,day
2017-01-19 17:00:00,-0.4933583731636838,1.3830528723263016,-0.0879158012461139,-0.6569230960239943,-0.4792177579564141,-0.6364718115601513,-0.5668863958471823,-0.7742540499960306,0.0879,day
2017-01-20 06:00:00,-0.719514299238593,1.7748637754169845,-0.2431593856967767,-1.2293827033109652,-1.5214220399784164,-0.8427132256735589,-0.517929985382169,-1.211284417750353,0.0476,day
2017-01-20 07:00:00,-0.6929077197003684,1.7748637754169845,-0.2157634590290126,-1.0062204835211292,-1.1827878410879866,-0.9016393439916752,-0.7333381914282272,-1.183970019765708,0.0462,day
2017-01-20 08:00:00,-0.6840388598542937,1.7748637754169845,-0.2066314834730911,-1.088693477791286,-1.0940196530293302,-0.862355265112931,-0.7235469093352246,-1.183970019765708,0.0448,day
2017-01-20 09:00:00,-0.6308257007778443,1.718890789261173,-0.1609716056934844,-0.9091934314385915,-0.8441536421975567,-0.4105883580073716,-0.4298084465451451,-1.1020268258117727,0.0435,day
2017-01-20 10:00:00,-0.5731781117783578,1.718890789261173,-0.1016137645799958,-0.6132609225868526,-0.5679859460150704,-0.332020200249883,-0.3025217793361107,-0.7196252540267403,0.0421,day
2017-01-20 11:00:00,-0.5421371023170957,1.718890789261173,-0.0742178379122317,-1.1760178246655697,-1.2123772371075388,-0.5677246735223488,-0.4395997286381478,-0.7196252540267403,0.0407,day
2017-01-20 12:00:00,-0.5110960928558335,1.718890789261173,-0.0422559234665072,-1.0013691309170023,-1.2485420544647692,-0.6266507918404652,-0.5864689600331875,-1.0473980298424823,0.059,day
2017-01-20 13:00:00,-0.4800550833945716,1.6629178031053609,-0.0148599967987431,-0.6617744486281212,-0.9427849622627308,-0.5873667129617209,-0.5570951137541795,-0.66499645805745,0.0971,day
2017-01-20 14:00:00,-0.4711862235484966,1.718890789261173,-0.0011620334648608,-0.5210852231084421,-0.7553854541389006,-0.6364718115601513,-0.6256340884051981,-0.6376820600728049,0.1351,day
2017-01-20 15:00:00,-0.4091042046259726,1.5509718307937372,0.0353658687588243,-0.2445581246732103,-0.5646982353462313,-0.5480826340829766,-0.5375125495681743,-0.2552804882877726,0.1731,day
2017-01-20 16:00:00,-0.4401452140872347,1.718890789261173,0.039931856536785,-0.4483149340465388,-0.3641478845470446,-0.5382616143632906,-0.4983474211961636,-0.309909284257063,0.2112,day
2017-01-20 17:00:00,-0.4933583731636838,1.7748637754169845,-0.0102940090207823,-0.3755446449846358,-0.1372958483971452,-0.5186195749239184,-0.4787648570101583,-0.5830532641035145,0.2492,day
2017-01-21 06:00:00,-0.5110960928558335,1.718890789261173,-0.0331239479105857,-1.5010584491420698,-1.531285171984934,0.6009766731202939,0.4122418134530825,-1.7029435814739655,0.0243,day
2017-01-21 07:00:00,-0.5510059621631707,1.7748637754169845,-0.0696518501342709,-1.510761154350324,-1.462243247939312,-0.2338100030530223,0.0793382222909925,-1.757572377443256,0.0286,day
